,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
64818,55-64,Rheumatoid Arthritis,2/12/2009,naproxen,5173,3,2,"Nafasol EC250 was prescribed-1 a day.After the 4th day my eardrum suddenly started palpitating like someone was dropping water into my ears.I did not suspect this tablet and I fell asleep after ignoring this unpleasant sensation.Then it occurred again ,next day and lasted another hour.I only realized this side-effect when I saw your website for which I am grateful.AS an antiflamatory I found Prednizone with hardly any side-effects the most effective remedy. ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64822,45-54,Painful Periods,2/11/2009,naproxen,5173,5,5,"Naproxen gave me my life back. No other similar meds worked. I suffered from horrendous menstrual discomfort which in turn caused me diarrhea, nausea, bloating and inability to sleep for 2+ days--I was completely unable to function and wiped out. Usually just one 250mg tablet at the slightest sign my period is going to start does the trick. Take w/ a glass of milk so no stomach problems after.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64826,25-34,Pain,2/10/2009,naproxen,5173,1,1,naproxen is being used for a opiate addiction for my daughter.  I was just told that this should not be used for this for it causes withdrawls more.  Please tell me is this true,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64830,35-44,Other,2/10/2009,naproxen,5173,3,4,"Ethox substitute for Naproxen did nothing had to find Sandoz substitute. Having funky reaction to flash bulbs in my eyes now think I might be developing an allergic reaction. Gives relief to headache but as soon as it wears off, headache is back.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64833,45-54,Inflammation of the Lining of a Joint,2/10/2009,naproxen,5173,5,4,I have experienced pain relief and the side effects are: metallic taste in mouth and light headedness. I am sure will subside when I get acclimated to this medication.,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64836,25-34,Rheumatoid Arthritis,2/8/2009,naproxen,5173,3,1,I have severe joint pain and was prescribed this med...but it doesn't work! It makes me sleepy doesn't relieve the pain at all. ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64839,55-64,Pain,2/8/2009,naproxen,5173,3,1,Did not notice any noticeable relief from my back pain when using this drug. After 30 days discontinued using drug with my Dr's approval. I now use Tramadol instead which so far does work for me.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
64842,19-24,Joint Damage causing Pain and Loss of Function,2/3/2009,naproxen,5173,5,5,"I use naproxen for my knees and it work very well for sort term pain. But if you are looking for a pain killer that will last long, this isn't mthe med for you.",3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
64845,35-44,Other,2/2/2009,naproxen,5173,5,4,it  has hellped me alot i broke my leg in three places and my ankle into 4 peices.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64848,45-54,Pain,1/27/2009,naproxen,5173,4,4, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64851,25-34,Pain,1/27/2009,naproxen,5173,4,3,I was experiencing back pain so my Doctor prescribed this drug. My back pain went away but I had really bad stomach pain.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64854,35-44,Joint Damage causing Pain and Loss of Function,1/27/2009,naproxen,5173,5,1,"Made me feel light-headed, woozy and quite odd; decided side-effects wasn't worth it and stuck to over-the-counter painkillers paramol that seem to do a better job killing the pain. ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64857,45-54,Inflammation of the Covering of the Tendon,1/25/2009,naproxen,5173,1,1,"fELT LIKE A KNIFE AT THE TOP OF MY STOMACH TWISTING. BEEN ON THEM FOR 5 DAY'S. WILL NEVER TAKE THEM AGAIN. 
  ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64860,35-44,Inflammation of the Sac Surrounding the Joint - Bursitis,1/23/2009,naproxen,5173,2,4,"Although Naproxen has helped my bursitis pain in my shoulder, I do believe it has Ibuprofen in it, which is tearing up my stomach, since having the gastric bypass surgery 6 years ago.  Definitely take with food.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64863,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",1/21/2009,naproxen,5173,3,3,This medication cause black stools for me,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64866,55-64,Joint Damage causing Pain and Loss of Function,1/19/2009,naproxen,5173,5,5,Relief of major pain in my left hip joint; I am waiting for a total left hip replacement.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64869,25-34,Migraine Headache,1/17/2009,naproxen,5173,5,5,i have dealt with migraines for many years was on tyneol 3's for over a year stopped working and made my migraines worse anyhow i only take 1-2 naproxen on the onset of a migraine i have  had GREAT success with this drug and i know now i don't have to suffer anymore...................,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
64872,55-64,Inflammation of the Tendon,1/16/2009,naproxen,5173,4,4,very effective,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64875,55-64,Inflammation of the Covering of the Tendon,1/16/2009,naproxen,5173,5,5,"I have tried aspirin, tylenol, motrin etc. Nothing else has reduced the swelling as fast. In fact aspirin seems to make the gout worse. When my knee and feet swell up i take a couple before going to bed and in the morning the swelling has gon way down, plus it helps one sleep",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64878,35-44,Pain,1/15/2009,naproxen,5173,4,2,im not sure i think im gaining weight retaining water and im scared that it might make me sick do to having the gastric bypass any info for me would be helpful.,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64881, ,Migraine Headache,1/14/2009,naproxen,5173,5,4,"I have type 1 diabetes and have discovered that when I take this drug, my blood sugar goes high.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64884,45-54,Other,1/14/2009,naproxen,5173,5,5,"Worked great for my back pain and kept me functional.  After taking this for a long time I developed pain and severe numbness in my hands and feet as well as restless leg syndrome.  I also had terrible insomnia.  I would be very sleepy and tired but was unable to fall asleep.  These symptoms resolved 1 week after discontinuing naprosyn.  The medication worked great for my pain and inflammation, unfortunately the side affects were too severe for me.  ",2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64887,55-64,Other,1/11/2009,naproxen,5173,1,1,"Caused be to have suicidle ideations fpor over 6 years  When weened off , no ;onger any ideations at all and that as been 3 years ago ??????",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64896,45-54,Migraine Headache,1/6/2009,naproxen,5173,4,1,"rx'd to me after a simple md's visit. I turnded ""smurf blue"" head to toe with in a hour .  Emergency room visit for a couple hours and i was back home. Please use caution",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64904,25-34,Inflammation of the Tendon,1/6/2009,naproxen,5173,1,1,I was rx'd Naproxen(Naprosyn) and it did not work for me. It irritated my stomach horrifically. A friend of mine also became extremely sick and was later found in a pool of blood leading from this medicine.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64907,25-34,Other,1/5/2009,naproxen,5173,5,5,Works great for period cramps! Been using since my tubal ligation and have nothing but good from it,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64910,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",12/29/2008,naproxen,5173,5,1,my back hurt so bad it dont work fast enought,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64918,25-34,"Disorder characterized by Stiff, Tender & Painful Muscles",12/28/2008,naproxen,5173,3,2,"so i go to the doctors for pain in my lower back, and left lower back. he gives me naproxin. i took this naproxen for six weeks as prescribed. not only had the pain been persistant, but now my stomache feels terrible. i would not recomend this to anyone...i dont know what this drugs intended use is for, but it isnt for pain.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
64921,35-44,Other,12/26/2008,naproxen,5173,4,1,"I was prescribed this for a swollen foot that I had sprained slightly.  After only 4 days of use, the swelling & pain did not go away.  Then the vomiting started.  I was out of commission for 2 days and the stomach upset has been now for 4 days.  I have stopped taking this medication now for 5 days and hope the stomach pain clears up.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64925,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",12/25/2008,naproxen,5173,5,1,it didn't work on muscle pain,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64932,25-34,"Disorder characterized by Stiff, Tender & Painful Muscles",12/23/2008,naproxen,5173,5,5,Works great wish it wasn't so hard on tummies. But you can't have it all. ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64944,25-34,Rheumatoid Arthritis,12/22/2008,naproxen,5173,1,1,This is the worst DO OT TAKE  I have been on it for 6 months and it makes me so sick I wll not take again,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64954,65-74,Other,12/17/2008,naproxen,5173,5,5,"I have used this for my back. Spinal arthritis, degenerative spinal disease. It seems to be the only thing that works.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64963,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",12/14/2008,naproxen,5173,4,4,Took for back ache. Raised blood pressure and kind of makes stomach hurt. Also constipation. Worked though,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64970, ,Gout,12/12/2008,naproxen,5173,5,5, ,5, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64977,13-18,Inflammation of the Covering of the Tendon,12/12/2008,naproxen,5173,2,2,bellpalsy i was hit by a softball and had to go to the dr for treatment she gave me this naproxen,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64984,65-74,Inflammation of the Lining of a Joint,12/12/2008,naproxen,5173,5,1,This drug killed my mothers kidneys and she had to go on dialysis. She took it for a few years and  next thing you know she went into kidney failure and on to dialysis. YOU ARE AT RISK WITH ALL ANTIFLAMITORIES ASK YOUR LOCAL NEPHROLOGIST. tHESE DRUGS WILL KILL YOUR KIDNEYS.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
64991,55-64,Rheumatoid Arthritis,12/11/2008,naproxen,5173,4,3, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64998,13-18,Other,12/10/2008,naproxen,5173,5,3,I took Naproxen because of pain in my hands that I have all the time. Naproxen made the pain in my hands go away but also gave me terrible stomach aches so I had to stop taking it.,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65003,35-44,Pain,12/9/2008,naproxen,5173,4,4, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65011,25-34,Joint Damage causing Pain and Loss of Function,12/3/2008,naproxen,5173,5,1,"I must be allergic, Because when i took it I had all of the Severe side affects. I got pneumonia my body hurt all the time, and my throat swelled. oh and really bad fever and toxic shock to my system.  i was messed up for 3 days after two days of use. ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
65014, ,Joint Damage causing Pain and Loss of Function,12/2/2008,naproxen,5173,2,2,for one thing this is not a drug to take all the time i take it to relive swelling in my back an knee i have had a bleeding ulcer but i don't know if this was the cause or  the handful Advil's i take but it works.,3, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65017,45-54,Inflammation of the Tendon,12/1/2008,naproxen,5173,5,2,Unbearable itching over entire body.  Severe abdominal discomfort.  Changes in urination and bowel movements.  Light-headedness and nausea.  Only used for two weeks.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
65021,35-44,Painful Periods,11/26/2008,naproxen,5173,4,4,"I have really bad menstual cramps and started taking this medicine (550 mg twice a day) for the last 3-4 months, which took care of the pain quickly and for 6-8 hours.  However, seven days ago, starting having some stomach pain (especially when I haven't eaten) and bloating.  I've stopped taking this medicine and will give it another week before I go to my PCP.  Overall, I would not advise taking this medicine, due to the side effects.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65024,19-24,Pain,11/26/2008,naproxen,5173,5,4,"I have severe back pain. This medication is the only med that has relieved my pain enough for me to function normally. No side effects yet. For those w/ stomach problems, this med is not intended to be used for long periods of time, it is in a classification called a NSAID, these meds can cause stomach ulcers. Be cautious of how long you use it and how often.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
65027,45-54,Migraine Headache,11/25/2008,naproxen,5173,5,5,"If taken at the onset of a migraine, this drugs works extremely well! If I am unable to take the medication when the migraine starts, it will not alleviate the migraine totally. However, it works well to lessen the severity of the migraine.  I would rate this drug as excellent for migraines as well as joint pain and swelling. ",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
65030,25-34,Painful Periods,11/17/2008,naproxen,5173,5,5,Started taking 500mg pills twice a day on 11/14 for very painful cramping and backaches due to my period.I have been pain free!The only thing is they make me very sleepy and although I sleep a full 8 hours a night I still feel groggy during the day.So I have only taken 1 pill for the past 2 days and I am not so tired...yawn,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65033,45-54,Rheumatoid Arthritis,11/16/2008,naproxen,5173,3,1, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65038,45-54,Migraine Headache,11/13/2008,naproxen,5173,5,5,My doctor prescribed this drug to take along with Imetrix for my migriane and sinus migraine headaches caused from change in temperature.  Has anyone else used this for migraines and how did it work for you?  I will report back in once I have tried this and see how it works for me.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65047,45-54,Inflammation of the Tendon,11/13/2008,naproxen,5173,5,3,"I took this twice a day for 4 weeks, suffered headaches, dizziness, blood in my urine, and an overall feeling of ""not feeling right"".  Did help my severe tedonitis though.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65055, ,Painful Periods,11/11/2008,naproxen,5173,5,2,"wasn't effective enough for my menstrual pain, needed to upgrade to Tylenol 3. ",2, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65063,25-34,Inflammation of the Sac Surrounding the Joint - Bursitis,11/10/2008,naproxen,5173,3,2,I experienced severe diziness then passed completely out while driving and ended up in the hospital for a day and a half.  ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65071,35-44,Rheumatic Disease causing Pain & Stiffness in Backbone,11/10/2008,naproxen,5173,4,1, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65080,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",11/8/2008,naproxen,5173,3,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65084,19-24,Inflammation of the Tendon,11/7/2008,naproxen,5173,5,3,"i have chondromalacia patella in my right knee which causes swelling and pain and i also have tendonitis. the medicine seems to do the trick, my only complaint is it gives me headaches and makes me tired every now and then.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65087,19-24,Other,11/4/2008,naproxen,5173,5,3,"I take this every once in awhile when im having a slightly bad day with my lower back, fractured my L5 when i was 14 and have had problems ever since. Take it on my days i dont hurt bad enough to take vicodin. B/F takes it for his shoulders after seperating both when he was younger. I occasionally get light headed but only on days i dont eat before taking it.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
65090,55-64,Pain,11/4/2008,naproxen,5173,5,1, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65093,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",11/3/2008,naproxen,5173,4,1, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65096,45-54,Rheumatic Disease causing Pain & Stiffness in Backbone,10/28/2008,naproxen,5173,3,3,i have had shortness of breath and feel very tired,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65102,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",10/25/2008,naproxen,5173,5,5,"This absolutely works for me, take one pill 220 mg a day and it relieves my pain with no side effects.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65105, ,Inflammation of the Tendon,10/23/2008,naproxen,5173,1,2,"I used this drug for 3 days, 500mg twice a day. I got black stools and bad side effects. I found this drug, not worth it.",1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
65114,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",10/19/2008,naproxen,5173,5,3, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65118,35-44,Inflammation of the Tendon,10/18/2008,naproxen,5173,4,5,"I just now started taking naproxen500mg 2x's day.  My hand did feel better and I am still taking the drug. I have had trouble with constipation. SKipped a dose today, so as allow passage. I will take a pill tomorrow. I hope to be off this pill all together in one more week. I would rather apply ice and rest my hand nightly as to take any drugs.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65121,35-44,Rheumatic Disease causing Pain & Stiffness in Backbone,10/15/2008,naproxen,5173,4,2,I spit up fire!!!! Drove my GERD crazy,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65124,13-18,Inflammation of the Tendon,10/14/2008,naproxen,5173,1,1,"It made me completey exhausted and i was barely able to function, i was going to bed at nine pm, and getting up late.
and it gave me the worst stomach cramps, 
it also did not relieve my shoulder pain whatsoever.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65127,55-64,Inflammation of the Lining of a Joint,10/14/2008,naproxen,5173,2,1,"My Rheumatologist took me off Aleve for the stronger dosage of Naproxen.  I got less relief from the Naproxen for the pain and swelling in my knee and ankle than Aleve.  Both being the same, give me the Aleve with the coating.  Also felt ill, stomach ache and chills from this for the first week.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
65130,65-74,Pain,10/8/2008,naproxen,5173,5,1,Still sick to my stomach after stop taking several days ago. Can anyone tell me how long it took for their stomach to stop hurting?,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",30
65133,25-34,Pain,10/7/2008,naproxen,5173,4,4, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65142,45-54,Rheumatic Disease causing Pain & Stiffness in Backbone,10/1/2008,naproxen,5173,3,3, ,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65148,19-24,Migraine Headache,9/29/2008,naproxen,5173,5,5,If you want high blood pressure then take this medication....my blood pressure was 180/120! I am 23 years old! I will never ever take this again!!!,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
65152,45-54,Pain,9/27/2008,naproxen,5173,5,5,This medication is a great anti-inflamatory. The problem I had with this medication was that it gave me a slight headache and made my blood pressure too high.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
65156,13-18,Inflammation of the Tendon,9/27/2008,naproxen,5173,5,4,"My achilles stopped hurting, but I was tired all the time. It got so bad that I began falling asleep in class.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65160, ,Fever,9/22/2008,naproxen,5173,4,4, ,4, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65164,75 or over,Inflammation of the Lining of a Joint,9/22/2008,naproxen,5173,5,5,Very effictive and fast acting,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65168,19-24,Pain,9/18/2008,naproxen,5173,5,5,500 mg twice daily. A miracle drug for my food pain. Zero side affects and pain free for 6 hours. With proper dosing has helped me greatly.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",8
65172,45-54,Rheumatic Disease causing Pain & Stiffness in Backbone,9/14/2008,naproxen,5173,2,2,After I have been taking this medication for a while it does not work,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65176,13-18,Pain,9/10/2008,naproxen,5173,2,2,I had really bad shoulder pain and i took 500 mg twice a day to ease the pain... It never worked and now I have severe stomach pain from taking it.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",8
65180, ,Joint Inflammatory Disease in Children and Young Adults,9/6/2008,naproxen,5173,5,5,"I love naproxen... I have had no problems.  I use it for my knees because my knee cap goes the wrong direction causing alot of discomfort, and it takes the pain away. No complaints.",5, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65184,55-64,Pain,9/2/2008,naproxen,5173,5,1,"This medication should be taken off the market. For 2 years I was troubled with mouth sores and inflammation of the tongue,mouth,eyes,and throat. No one including disease specialist could figure out what was causing my breakouts. Went to Dr. after Dr. with no help.  My family Dr. had initially given me this medication for back pain, I occasionly had after working in the garden. I took 6 pills over a period of 2 1/2 years and I finally discovered the cause of my breakouts. I told my Dr. my theory when I went to him for a sinus infection in Feb/08 he advised me to wait until I was over the infection and then just take 1 Naproxen and see what happened.I took 1 pill on a Sat. about 4pm. within 2 hours my tongue started tingling. When I awoke the next morning my lips were 3x normal size, eyes were swollen shut look like I'd been in fight. Ulcers, blisters inside mouth that did not stop breaking out for 14 days and then another 14 days to clear up. STAY AWAY FROM THIS DRUG! Not worth it. I'd rather suffer with back pain occasionally.  ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",19
65188,65-74,Rheumatoid Arthritis,8/28/2008,naproxen,5173,3,3,I have been taking naproxen sodium 550 mg for about two weeks but second week started having upset stomach. I have stopped  taking it. Took it for arthrits pain seemed to help put had  to  stop because of  pain.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65192,35-44,Joint Damage causing Pain and Loss of Function,8/26/2008,naproxen,5173,5,5,Only problem I had was a dental infection popped up right after I started taking it...and so I couldn't take tylenol 1 to combat that pain...as for my joint pain...man does this med work for me...I was taking celebrex and that didn't work but naproxen does...I only wish I could get rid of this dental infection to go back on it...lol,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65196, ,Painful Periods,8/25/2008,naproxen,5173,2,3,Horrible Mentrual Cramps.  Just started taking the medicine today.  Waiting to see how soon it will begin to ease the pain.  I will keep informed,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65200,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",8/19/2008,naproxen,5173,4,2,"The pain only dies down for awhile, but is always present.  The naproxen doesn't alleviate the pain for 4 to 6 hours, like other pian medicines.  ",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65204,25-34,Joint Damage causing Pain and Loss of Function,8/19/2008,naproxen,5173,2,3,"I am having really bad bruising on my thighs, can't breathe & a some heartbeat probs. But the pain is so bad im still taking it til I hear from the Doctor. I take this with pain meds & muscle relaxers plus i just had 3 weekly rounds of Lidocaine injections. I dont know what to do. I have lost my appetite & having slight stomach aches. ",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
65208,45-54,Other,8/17/2008,naproxen,5173,1,3,tablets hard to swallow but eased pain straight away but wore off in 2 hrs,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65212,45-54,Pain,8/14/2008,naproxen,5173,5,1,Did not work for me.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
65216,45-54,Migraine Headache,8/5/2008,naproxen,5173,4,1, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65220,35-44,Other,7/25/2008,naproxen,5173,2,2,I had rotator cuff surgery 10 years ago.I always had headache and neck pain before the surgery; now it's starting agin what do anybody or doc think,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65224,19-24,Pain,7/11/2008,naproxen,5173,5,2,"Taking this I got all the side effects without any pain releif. I vomited, got drowsy, and lost my appitite, but barely any pain releif. It is meant to last for 8-12 hours, it never worked more then 2-4 for me. I ended up asking my doctor to switch meds.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
65228,55-64,Inflammation of the Tendon,7/9/2008,naproxen,5173,5,5,Taking 500mg twice a day has caused no side effects.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65232,35-44,Inflammation of the Sac Surrounding the Joint - Bursitis,7/7/2008,naproxen,5173,5,2, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65236,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",7/5/2008,naproxen,5173,2,1, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
65240,55-64,Pain,6/20/2008,naproxen,5173,5,2, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
65244,75 or over,Joint Damage causing Pain and Loss of Function,6/16/2008,naproxen,5173,4,1,they gave me this because of my knee(possible knee replacement) it is not helping,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
65248,65-74,Other,6/12/2008,naproxen,5173,1,1,stomach upset,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
65252,19-24,Pain,6/4/2008,naproxen,5173,2,2,didnt think it worked for me,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
